tipo_instrumento;ano_instrumento;mes_instrumento;categoria_valor;orgao_recebedor;codigo_orgao_recebedor;natureza_doador;doador_comodante;objeto_descritivo;quantidade_objeto;vigencia;processo_sei;recurso_tjmg_ou_mpmg
Contrato de Doação;2025,0;11;Abaixo de 100k;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Conselho Central de Políticas de Segurança Pública de Paracatu/MG;01 - Inversor de solda 250 AMP 01 - Betoneira 400 litros;2,0;Não se aplica;1450.01.0150264/2025-47;Não
Contrato de Comodato;2025,0;11;Abaixo de 100k;Corpo de Bombeiros de Minas Gerais - CBMMG;1400,0;Privado;Associação Comunitária para Assuntos de Segurança Pública - ACASSP;03 Aparelhos de ar-condicionado de 18.000 BTUs 01 Aparelho de ar-condicionado de 47.000 BTUs 09 Conjuntos cama box;3,0;240 meses;1400.01.0042217/2025-60;Não
Minuta do Termo de Doação;2025,0;11;Abaixo de 100k;Polícia Civil do Estado de Minas Gerais – PCMG;1511,0;Privado;DELMARIO GIL VIANA;01 EQUIPAMENTO DE AR CONDICIONADO DO TIPO SPLIT, MARCA SPRINGER, MODELO 42FNCA09S5;1,0;Não se aplica;1510.01.0085385/2025-73;Não
Minuta do Termo de Transferência de Bens Móveis;2025,0;11;Abaixo de 100k;Polícia Civil do Estado de Minas Gerais – PCMG;1511,0;Privado;Associação Criminalistica do Estado de Minas Gerais-ACEMG;01 DJI MAVIC 3 THERMAL 01 DJI MAVIC 3 KIT DE BATERIA 01 CARTÃO DE MEMÓRIA MICRO SD 128GB GH ;3,0;Não se aplica;1510.01.0191087/2025-53;Sim
Ação Civil Pública Cível;2025,0;11;Entre 100k e 500k;Polícia Civil do Estado de Minas Gerais – PCMG;1511,0;Privado;Conselho Comunitário de Segurança Pública de Espirito Santo do Dourado;01 Automóvel marca VOLKSWAGEN, modelo T CROSS HL TSI, cor CINZA, ano 2025/2026, placa TXO4G32.;1,0;Não se aplica;1510.01.0217902/2025-56;Não
Termo de Recebimento de Bens em Doação;2025,0;11;Acima de 500k;Gabinete Militar do Governador de Minas Gerais – GMG;1071,0;Privado;Vale S.A.;12 - CAMINHONETES MODELO S10 WT MT – 4X4;1,0;Não se aplica;1070.01.0004231/2025-13;Não
Minuta do Termo de Transferência;2025,0;11;Abaixo de 100k;Polícia Civil do Estado de Minas Gerais – PCMG;1511,0;Privado;Conselho Comunitário de Segurança Pública II de Areias e Justinópolis;"Três cadeiras giratórias, modelo 09726 Uni; Oito armários extra alto, de duas portas; Oito armários médio de duas portas; Seis armários baixo de duas portas; Dois gaveteiros volante com quatro gavetas; Uma mesa redonda; Uma mesa linear; Três mesas integradas, estação de trabalho; Dois armários médios tipo escaninho; Seis Mini porta pallet com cinco níveis; Três Mini porta pallet com cinco níveis; Um purificador de água; Dois computadores; Conjunto com quatro cameras de segurança e um Switch de oito portas; Quatro monitores do tipo gamer; Um ar condicionado capacidade 23000btus; Dois nobreaks; Um microondas Philco; Quatro cadeiras fixas plástica da Tramontina; Um aparelho de celular, da marca Samgung, modelo S24 FE; Um ampliador iluminado.";42,0;Não se aplica;1510.01.0143310/2025-29;Sim
Termo de Doação;2025,0;11;Abaixo de 100k;Polícia Civil do Estado de Minas Gerais – PCMG;1511,0;Público;Ministério da Justiça e Segurança Pública - MJSP;"96 - Bandagem Elástica 4"" 96 - Cânula Nasofaríngea 96 - Gaze Hidrofílica com Agente Hemostático 96 - Manta Térmica 96 - Porta Torniquete 96 - Selo de Tórax Valvulado";6,0;Não se aplica;1450.01.0139441/2023-13;Não
Termo de Doação;2025,0;11;Abaixo de 100k;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Conselho de Segurança Pública - CONSEP;02 - Impressoras multifuncional marca Canon com tanque 01 - Kit com 4 tintas para impressora Canon 01 - Ar condicionado de 30.000 BTU e 220v Elgin 01 - Tv de 60 polegadas 01 - Ar condicionado de 12.000 BTU e 220v LG 01 - Caixa de som amplificada Mondial 01 - Ar condicionado de 12.000 BTU e 110v Elgin 01 - Púlpito de MDF 01 - Base de madeira para bandeiras 02 - Bebedouros industriais 02 - Longarinas de tecido com 4 cadeiras 01 - Conjunto de estofado de 2 e 3 lugares 03 - Nobreaks 720 VA 04 - Ventiladores de parede de 60 cm 02 - Cartão SSD de 480gb cada, marca Kingston 03 - Computadores com configurações básicas 02 - Computadores com configurações avançadas 01 - Certificado e token de assinatura digital 01 - Portão de metalon de garagem 01 - Motor de portão deslizante com instalação 01 - Motor de portão deslizante com instalação 02 - Mouse sem fio Logitech 02 - Bateria câmera Nikon 01 - Suporte Datashow de Teto/Parede 01 - Display de acrílico A4 com 15 unidades 01 - Lavadora de alta pressão veicular 01 - Câmera fotográfica Nikon P.950 01 - Quadro em vidro temperado;28,0;Não se aplica;1250.01.0014930/2025-54;Não
Contrato de Doação;2025,0;11;Abaixo de 100k;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Anael dos Santos Figueira;Cão, nome THOR, macho, nascido em 12/07/2025, raça Pastor Belga de Malinois;1,0;Não se aplica;1450.01.0209229/2025-53;Não
Contrato de Doação;2025,0;11;Abaixo de 100k;SECRETARIA DE ESTADO DE CASA CIVIL - SCC;1721,0;Privado;ASSOCIAÇÃO DOS MEMBROS DO CORPO CONSULAR NO ESTADO DE MINAS GERAIS - AMCCMG;Quadro intitulado CORAÇÃO DE SERTÃO – GUIMARÃES ROSA, elaborado com técnica ACRÍLICA, ÓLEO, CARVÃO E CERA S/TELA – REALISMO ABSTRATO, nas dimensões 1,80X1,50 M, da artista RAMAYA VALLIAS. ;1,0;Não se aplica;1570.01.0000797/2025-03;Não
Contrato de Doação;2025,0;11;Abaixo de 100k;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;CONSELHO COMUNITARIO DE SEGURANCA PUBLICA DE TRES CORACOES/MG – CONSEP;01 BOMBA CENTRIFUGA 20 CORTADOR DE CABELO 01 CAMERA FOTOGRÁFICA 03 FRAGMENTADORA DE PAPEL 17 TRANSCEPTOR PORTATIL DIGITAL R5;5,0;Não se aplica;1450.01.0214039/2025-66;Sim
Minuta do Termo de Transferência;2025,0;11;Abaixo de 100k;Polícia Civil do Estado de Minas Gerais – PCMG;1511,0;Privado;ASSOCIACAO DAS INDUSTRIAS METALURGICAS DE CLAUDIO-ASIMEC;01 - Automóvel marcar FORD, modelo KA SE 1.5 SD 2019/2020, placa QUZ6G09;1,0;Não se aplica;1510.01.0244802/2025-92;Sim
Termo de Doação;2025,0;11;Entre 100k e 500k;Polícia Civil do Estado de Minas Gerais – PCMG;1511,0;Privado;COMPANHIA DE DESENVOLVIMENTO DE MINAS GERAIS – CODEMGE;01 - MICROCOMPUTADOR DELL OPTIPLEX 9020 01 - MICROCOMPUTADOR DELL OPTIPLEX 7010 23 - MICROCOMPUTADOR HP PRODESK 600 G1 SFF 16 - MICROCOMPUTADOR DELL 7040 CORE I5;4,0;Não se aplica;1510.01.0199440/2023-53;Não
Minuta do Termo de Transferência;2025,0;11;Abaixo de 100k;Polícia Civil do Estado de Minas Gerais – PCMG;1511,0;Privado;FUNDAÇÃO DE ENSINO E PESQUISA DE UBERABA-FUNEPU;01 - SERVIÇO DE INTERMEDIAÇÃO SOBRE GERENCIAMENTO DE MANUTENCAO DE VEICULOS 01 - SERVIÇO DE INTERMEDIAÇÃO SOBRE GERENCIAMENTO DE MANUTENCAO DE VEÍCULOS 01 - SERVIÇO DE INTERMEDIAÇÃO SOBRE GERENCIAMENTO DE MANUTENCAO DE VEÍCULOS 01 - SERVIÇO DE INTERMEDIAÇÃO SOBRE GERENCIAMENTO DE MANUTENCAO DE VEÍCULOS 01 - SERVIÇO DE INTERMEDIAÇÃO SOBRE GERENCIAMENTO DE MANUTENCAO DE VEÍCULOS 01 - PEÇAS +SERVIÇOS 01 - SERVIÇOS 01 - PEÇAS + SERVIÇOS 01 - SERVIÇOS 01 - PEÇAS + SERVIÇOS 01 - SERVIÇOS 01 - PEÇAS + SERVIÇOS 01 - SERVIÇOS;3,0;Não se aplica;1510.01.0175255/2024-41;Não
Minuta do Termo de Doação;2025,0;12;Entre 100k e 500k;Corpo de Bombeiros de Minas Gerais - CBMMG;1400,0;Privado;Rede Integrada de Emergências de Uberlândia-MG/RINEM;Bens e serviços que serão utilizados na construção do refeitório no Pelotão Oeste. (Rua Sudepe, 1420, chácaras tubalina, Uberlândia-MG);1,0;Não se aplica;1400.01.0068212/2025-87;Não
Contrato de Doação;2025,0;12;Abaixo de 100k;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Associação Comunitária para Assuntos de Segurança Pública – ACASP;Bebedouro inox Armário de Aluminínio e ACM Roupeiro de aço 16 portas Roupeiro de aço 12 portas Armário Diretor Mesa 1,20m, sem gav. Mesa 1,00m Armário Multi uso COND HI-WALL 45 HEFE12B2NB 12000FR ELGIN ECO PLUS R410 HORIZ EVAP HI-WALL 45HEF112B2FB 12000FR ELGIN ECO PLUS 220V COND HI-WALL 45 HEFE18B2NB 18000FR ELGIN ECO PLUS R410 HORIZ EVAP HI-WALL 45HEF118B2FB 1800FR ELGIN ECO PLUS 220V COND HI-WALL 45HEFE24B2NB 24FR ELGIN ECO PLUS R-410 HORIZ 220V EVAP HI-WALL 45HEF124B2FB 24FR ELGIN ECO PLUS 220V MESA TELEMARKETING;1,0;Não se aplica;1450.01.0104110/2025-46;Não
Termo de Comodato;2025,0;12;Entre 100k e 500k;Corpo de Bombeiros de Minas Gerais - CBMMG;1400,0;Privado;Conselho Comunitário de Segurança Pública de Nova Serrana (CONSEP);02 - Veículos zero KM, caminhonete de marca Fiat/Strada Freedom CT, ano 2025/2026, movido à etanol/gasolina (FLEX), com os seguintes números de chassi  9BD281BKPT9960747 e 9BD281BKPT9970781;2,0;120 meses;1400.01.0056487/2025-54;Não
Contrato de Doação;2025,0;12;Abaixo de 100k;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;David Couto Batista;"Cão, nome AYRA; sexo: fêmea; cor predominante: vulvo carvurado; função designada: segurança, farejador.";1,0;Não se aplica;1450.01.0194864/2025-05;Não
Termo de Concessão de Direito Real;2025,0;12;Acima de 500k;Corpo de Bombeiros de Minas Gerais - CBMMG;1400,0;Público;Prefeitura Municipal de São Gonçalo do Rio Abaixo;01 - Caminhonete Fiat Toro com implementos 01 - Caminhonete MMC/L200 Triton com implementos;2,0;60 meses;1400.01.0019548/2024-56;Não
Contrato de Doação;2025,0;12;Abaixo de 100k;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Representação e Comércio de Minas Gerais Ltda – REPRIMIG;"01 - Display Interativo Samsung 65"" Android - WA65D (Tela Interativa) 01 - Suporte Pedestal  55"" A 85"" com regulagem de altura eletrônica controle remoto";2,0;Não se aplica;1450.01.0241976/2025-39;Não
Termo de Doação;2025,0;12;Entre 100k e 500k;Corpo de Bombeiros de Minas Gerais - CBMMG;1400,0;Público;Ministério Público do Estado de Minas Gerais - MPMG;137 - Mobiliário e equipamentos;137,0;Não se aplica;1400.01.0032672/2025-46;Sim
Termo de Doação;2025,0;12;Abaixo de 100k;Polícia Civil do Estado de Minas Gerais – PCMG;1511,0;Privado;Associação Lavrense para Assuntos de Segurança Pública;Automóvel marca FIAT, modelo ARGO DRIVE 1.3 CVT, cor PRETO VULCANO, ano/modelo 2025/2026, placa TXS8B42;1,0;Não se aplica;1510.01.0254563/2025-94;Não
Minuta do Termo de Transferência;2025,0;12;Abaixo de 100k;Polícia Civil do Estado de Minas Gerais – PCMG;1511,0;Privado;Associação Lavrense para Assuntos de Segurança Pública - ALASP;"01 Computador Premium Intel Core I5, 3.2 GHZ, 8GB, HD 500 GB, DVDRW + monitor de 19,5 + Kit; 03 Computador Premium Intel Core I5, 3.2 GHZ, 8GB, HD 500 GB, DVDRW + monitor de 19,5 + Kit; 02 Purificador / bebedor de coluna MF 127/220V; 02 TV Led 32"" Philco PH32E31DG HD com conversor digital HDMI USB Closed Caption 60HZ; 01 Ventilador de coluna; 02 Impressora Samsung Proxpress M4020 ND.";16,0;Não se aplica;1510.01.0160482/2020-60;Não
Minuta do Termo de Transferência;2025,0;12;Abaixo de 100k;Polícia Civil do Estado de Minas Gerais – PCMG;1511,0;Privado;Conselho Comunitário de Segurança Pública de Montes Claros - CONSEP/Montes Claros ;MACA PORTÁTIL RECLINÁVEL BIOMBO DE MADEIRA 190 X 185 CM ATADURA DE CREPE 10 CM 13 FIOS BOLA 65 BOLA DE CRAVO CRESPA MÃO BOLSA TÉRMICA GEL NÃO CONGELÁVEL 500G FAIXA ELÁSTICA 1,5M MÉDIA GEL BAG 5 KG RMC MASSAGEADOR SUPER MASSAGEM – PISTOLA MINI BAND ORTHO PAUHER C/5 NEURODYN TENS PORTÁTIL IBRAMED VASELINA LÍQUIDA - 1 LT;13,0;Não se aplica;1510.01.0263769/2025-46;Sim
Minuta Termo de Doação;2025,0;12;Abaixo de 100k;Polícia Civil do Estado de Minas Gerais – PCMG;1511,0;Privado;Conselho Comunitário de Segurança Pública de Carandaí/MG - CONSEP;WORKSTATION DELL 3620 QUADCORE 32GB SSD1T WIND;1,0;Não se aplica;1510.01.0214755/2025-53;Não
Minuta do Termo de Transferência;2025,0;12;Abaixo de 100k;Polícia Civil do Estado de Minas Gerais – PCMG;1511,0;Privado;Conselho Comunitário de Segurança Pública de Salinas/MG - CONSEP;01 - LAVADORA DE ALTA PRESSAO WAP EXTREME TURBO 2 01 - ASPIRADOR DE PÓ PORTTIL BLACK DECKER 01 - CARNAUBA TOK FINAL 500ml - VONIXX 01 - V-MOL 500ML 01 - PNEU PRETINHO 500ML 01 - TOALHA MICROFIBRA SECAGEM 01 - TOALHA MICROFIBRA 40X40 01 - LUVA GRANDE 01 - APLICADOR DE ESPUMA 01 - PINCEL MULTIUSO BRANCO 01 - CARRINHO PTO QUADRADO 01 - CARRINHO PTO QUADRADO 01 - CARRINHO PTO QUADRADO 01 - PA DE BICO TRAMONTINA METALICA C/ EMPUNHADURA 01 - ALIC PVC UNIVERSAL 8 01 - TORNO 01 - TRENA EMBORR 01 - JG SOQUETE C/CATRAC 01 - CHAVE GRIFO ST 01 - JG CHAVE FIXA ST 01 - JG CHAVE FENDA TR 01 - JG BITS ED 01 - ARCO DE SERRA MINI ST 01 - MONITOR 01 - TECLADO 01 - MOUSE 01 - ESMERILHADEIRA 01 - FURADEIRA DE IMPACTO 01 - JOGO DE PONTAS E BROCAS 01 - AR COND SPLIT HW 01 - AR COND SPLIT HW LG VOICE 01 - SERRA CIRCULAR MAKITA 01 - FS 161 L ROCADEIRA LAMINA 3 FACAS 01 - MOSTRUARIO - Desktop 01 - MOSTRUARIO - Monitor 19 03 - ENXADA TRAMONTINA;37,0;Não se aplica;1510.01.0186316/2025-54;Não
Termo de Doação;2025,0;12;Entre 100k e 500k;Polícia Civil do Estado de Minas Gerais – PCMG;1511,0;Público;Ministério da Justiça e Segurança Pública - MJSP;"04 - Aeronaves Teleguiadas Tipo: Aeronave Remotamente Pilotada (Drone) Tipo 1 - Quantidade Motores: 4 Motores; Tamanho Diagonal: 400 MM; Peso Máximo: 1.200 G; Velocidade Ascensão Vertical: 8 M";4,0;Não se aplica;1510.01.0187973/2025-32;Não
Termo de Doação;2025,0;12;Entre 100k e 500k;Corpo de Bombeiros de Minas Gerais - CBMMG;1400,0;Público;Ministério da Justiça e Segurança Pública - MJSP;01 - Sedan médio caracterizado;1,0;Não se aplica;1400.01.0079349/2025-88;Não
Termo de Doação;2025,0;12;Entre 100k e 500k;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Associação Regional de Proteção Ambiental;01 - CHEVROLET/S10 WT DD4A CABINE DUPLA 2.8 L 4X4 DIESEL, Ano/Modelo 2025/2026, placa TEZ-8H55, CHASSI 9BG1481K0TC409640, MOTOR LWN F251621172;1,0;Não se aplica;1250.01.0023112/2025-09;Não
Relatório Analítico de Bens Móveis;2025,0;12;Acima de 500k;Secretaria de Estado de Meio Ambiente e Desenvolvimento Sustentável – SEMAD;1371,0;Público;AGÊNCIA NACIONAL DE ÁGUAS E SANEAMENTO BÁSICO – ANA;03 - Caminhonete VW AMAROK CD 4X4 SE 01 - Caminhonete MITSUBISHI TRITON SP OUTD GLS A;2,0;Não se aplica;2240.01.0006536/2025-73;Não
Contrato de Doação;2025,0;12;Abaixo de 100k;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Conselho da Comunidade na Execução Penal da Comarca de Uberlândia;"8x: ARMA PARA TREINAMENTO - IDENTIFICACAO: RIFLE AIRSOFT, TIPO AEG (ELETRICA); MATERIA-PRIMA: CORPO EM METAL (FULL METAL); ACIONAMENTO: ELETRONICO; CALIBRE: 6MM COM A PONTA EM LARANJA CONFORME O R105; POTENCIA: 370 - 410 FPS (w/ 0.20 BBs); CAPACIDADE DE TIRO: 120 BBS (MIDCAP); ACESSORIOS (1): MAGAZINE, VARETA, BAT LIPO MINIMO 1300mAh 11.1V; ACESSORIOS (1): MANUAL. 8x: ARMA PARA TREINAMENTO - IDENTIFICACAO: PISTOLA DE AIRSOFT, REPLICA GLOCK MODELO G17; MATERIA-PRIMA: POLIMERO; ACIONAMENTO: GREEN GAS; CALIBRE: 6MM; POTENCIA: NAO APLICAVEL; CAPACIDADE DE TIRO: 22; ACESSORIOS (1): MANUAL EM PORTUGUES; ACESSORIOS (2): NAO APLICAVEL. 4x: ARMA PARA TREINAMENTO - IDENTIFICACAO: AIRSOFT; MATERIA-PRIMA: CORPO EM ABS, CANO E CORONHA EM METAL,; ACIONAMENTO: SPRING (MOLA); CALIBRE: 6MM COM A PONTA EM LARANJA CONFORME O R105; POTENCIA: 310 FPS - 94M/S COM 0.20G BB'S; CAPACIDADE DE TIRO: 30 BBs; ACESSORIOS (1): 1X CARTUCHO COM CAPACIDADE 30 BB's; ACESSORIOS (2): NAO APLICAVEL. 2x: CARREGADOR DE BATERIA PARA ARMAMENTO - COMPATIBILIDADE: AIRSOFT; MATERIA-PRIMA: PLASTICO.";4,0;Não se aplica;1450.01.0143885/2025-08;Não
Termo de Doação;2025,0;12;Entre 100k e 500k;Corpo de Bombeiros de Minas Gerais - CBMMG;1400,0;Público;MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA - MJSP;VEÍCULO HATCH DESCARACTERIZADO DE APOIO OPERACIONAL DE USO RESERVADO, YARIS HA XL15, PLACA SGZ7D68, CHASSI 9BRKC3F32S8349354, COR BRANCA;1,0;Não se aplica;1400.01.0081254/2025-63;Não
Termo de Contrato de Comodato;2025,0;12;Abaixo de 100k;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Associação Regional de Proteção Ambiental do Alto Paraopeba e Vale do Piranga - ARPA de Conselheiro Lafaiete;Veículo VW/Novo Gol ano de fabricação/modelo: 2016/2017 espécie/tipo: de passageiro, número patrimonial: 901061778, prefixo: 35286, placa: PYW9784, chassi: 9BWAG45UXHP056538, combustível: flex, km: 47739;1,0;60 meses;1250.01.0024229/2025-17;Não
Termo de Doação;2025,0;12;Entre 100k e 500k;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Conselho Comunitário de Segurança Pública de Araguari – MG;01 - Veículo automotor marca TRIUMPH, modelo tiger 900 gt pro, manual, motor dby0402, cilindrada 888, chassi 97nc82de6smch0665, cor externa cinza, potência 109 cv, combustível gasolina, renavam 01461567979, fab./mod.: 2025/2025, câmbio manual, 06 marchas, sistema de freios abs, otimizado para curvas, conjunto de instrumentos tft de 7 polegadas colorido com sistema de conectividade my triumph.;1,0;Não se aplica;1250.01.0025829/2025-79;Não
Contrato de Doação;2025,0;12;Abaixo de 100k;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;André Sales Teixeira;Pastor Belga de Malinois de nome Máximus Filhote macho 19kg, Pelagem fulvo-encarvoado, uma mistura de bege e preto, com uma máscara preta cobrindo a região facial, Nascido em 08/06/2025 ( 06 meses);1,0;Não se aplica;1450.01.0242185/2025-22;Não
Contrato de Doação;2025,0;12;Abaixo de 100k;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;ASSOCIAÇÃO DE PROTEÇÃO E ASSITÊNCIA AOS CONDENADOS;"20 Ventiladores de Parede; 01 Martele Perfurador 110V, 800W - HR2470; 01 Furadeira de Impacto Reversível 110V - 750W - 1/2""; 01 Furadeira de Bancada 110V - 500W - 5/8""; 01 Afiador de Brocas 110V - 12MM; 01 Motoesmeril de Bancada Bivolt 360W - 6""; 01 Serra Rápida Portatil (policorte) 220V - 2400W - 14""; 01 Parafusadeira Furadeira Impacto Bivolt - 18V-50 - 1/2""; 01 Serra Tico-Tico 110V - 500W; 01 Serra Marmore 110V - 1450W - 4100NH2Z - 125MM; 01 Máquina de Solda Inversora 220V - LHN - 242I - 200A; 01 Torno de Bancada Corpo em ferro - 800PV2 - N8; 01 Serra Meia Esquadria 110V - 1750W - GCM 254 - 10""; 01 Plaina Eletrica 110V - 580W - 82MM; 01 Esmerilhadeira Angular 110V - 850W - M9510B - 4.1/2""; 01 Serra Circular com Disco 110V - 1800W - 5007N - 7.1/4"".";16,0;Não se aplica;1450.01.0183255/2025-41;Não
Termo de Doação;2025,0;12;Entre 100k e 500k;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Conselho Comunitário de Segurança Pública de Araguari/MG;Veículo marca/modelo: TRIUMPH/TIGER 900 GT PRO, Lotação: 02 (dois), Tipo: MOTOCICLETA, Especie: PASSAGEIRO, Renavam 01461571100, Potência: 109 cv, Cilindrada: 888, Combustível: GASOLINA, Cor Externa: CINZA Fab/Mod: 2025/2025, KM: 0, Número Motor: DBY7537, Chassi: 97NC82DE0SMCH7787, Placa: TXU-3G96;1,0;Não se aplica;1250.01.0025812/2025-53;Não
Termo de Doação;2025,0;12;Entre 100k e 500k;Polícia Militar de Minas Gerais - PMMG;1251,0;Privado;Conselho Comunitário de Segurança Pública de Araguari/MG;Veículo marca/modelo: TRIUMPH/TIGER 900 GT PRO, Lotação: 02 (dois), Tipo: MOTOCICLETA, Especie: PASSAGEIRO, Renavam 01461571933, Potência: 109 cv, Cilindrada: 888, Combustível: GASOLINA, Cor Externa: CINZA Fab/Mod: 2025/2025, KM: 0, Número Motor: DBZ6652, Chassi: 97NC82DE9SMCJ6975, Placa: TXU-3G94;1,0;Não se aplica;1250.01.0025743/2025-73;Não
Termo de Cessão de Crédito;2025,0;12;Abaixo de 100k;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Conselho Comunitário de Segurança Pública da Cidade de Várzea da Palma/MG;Veículo automotor VW/VIRTUS SENSE 2026, Cor: Branco Cristal, Novo-Zero KM, Chassi: 9BWDH6BZ8T4021609, Renavam: 101456.;1,0;Não se aplica;1450.01.0255226/2025-25;Não
Contrato de Doação;2025,0;12;Abaixo de 100k;Secretaria de Estado de Justiça e Segurança Pública - SEJUSP;1451,0;Privado;Conselho Da Comunidade na Execução Penal da Comarca de Pará de Minas;05 ESTABILIZADOR 300VA FORCE 05 MICROCOMPUTADOR NTC PC I5 10505 16G 05 MONITOR 19,5 - LG20MK400H-B 01 SCANNER 05 TECLADO MOUSE K120;5,0;Não se aplica;1450.01.0251701/2025-43;Sim
Termo de Doação;2025,0;12;Entre 100k e 500k;Corpo de Bombeiros de Minas Gerais - CBMMG;1400,0;Público;Secretaria Nacional de Segurança Pública - SENASP;Veículo CAMIONETA/SUV CARACTERIZADA – CANIL, CHEV/TRAILBLAZER LT D4A, CHASSI 9BG156FK0TC404911, ANO 2025/2026, PLACA TVK4C75, COR VERMELHA;1,0;Não se aplica;1400.01.0085392/2025-81;Não
;;;;Polícia Militar de Minas Gerais – PMMG;1250,0;Privado ;CONSELHO COMUNITÁRIO DE SEGURANÇA PÚBLICA DE ANDRADAS;03 motocicletas: marca-modelo HONDA/XRE 300 SAHARA, placa: TCV4C61, chassi: 9C2ND1720SR000177, renavam: 01407490742, ano modelo: 2025, cor predominante: cinza/marca-modelo HONDA/XRE 300 SAHARA, placa: TDI2G57, renevam: 01418408910, ano modelo: 2025, cor predominante: cinza/marca-modelo HONDA/XRE 300 SAHARA, placa: TCV4C52, chassi, renavam: 01407491846, ano modelo: 2024;;;1250.01.0013029/2025-68;Não
